month,day,time,tou,contractKw,loadKw,pvKw,netP10Kw,netP50Kw,netP90Kw,deterministicGridKw,deterministicChargeKw,deterministicDischargeKw,deterministicSoc,robustGridKw,robustChargeKw,robustDischargeKw,robustSoc
1,1,10:15,semi,450.0,16.28,10.95,-234.22,210.07,479.12,0.0,0.0,5.33,87.39,0.0,0.0,5.33,80.54
1,1,10:30,semi,450.0,14.84,8.09,-237.61,219.67,443.79,0.0,0.0,6.75,86.94,0.0,0.0,6.75,80.09
1,1,10:45,semi,450.0,14.4,6.46,-241.84,208.32,491.29,0.0,0.0,7.94,86.42,0.0,0.0,7.94,79.57
1,1,11:00,off,500.0,16.84,7.14,-248.09,214.79,445.9,9.7,0.0,0.0,86.42,9.7,0.0,0.0,79.57
1,1,11:15,off,500.0,13.96,8.43,-242.46,182.87,492.58,5.53,0.0,0.0,86.42,5.53,0.0,0.0,79.57
1,1,11:30,off,500.0,13.84,7.14,-244.31,171.26,463.75,66.97,60.27,0.0,90.0,6.7,0.0,0.0,79.57
1,1,11:45,off,500.0,16.0,4.56,-241.51,155.4,477.43,11.44,0.0,0.0,90.0,130.29,118.84,0.0,86.63
1,1,12:00,off,500.0,13.96,6.46,-237.32,95.72,389.32,7.5,0.0,0.0,90.0,64.31,56.81,0.0,90.0
1,1,12:15,off,500.0,14.4,5.37,-222.43,-0.38,100.8,9.03,0.0,0.0,90.0,9.03,0.0,0.0,90.0
1,1,12:30,off,500.0,17.0,2.86,-196.42,1.73,46.83,14.14,0.0,0.0,90.0,14.14,0.0,0.0,90.0
1,1,12:45,off,500.0,14.68,2.86,-172.59,6.04,38.23,11.82,0.0,0.0,90.0,11.82,0.0,0.0,90.0
1,1,13:00,off,500.0,14.68,3.74,-144.31,3.9,42.57,10.94,0.0,0.0,90.0,10.94,0.0,0.0,90.0
1,1,13:15,off,500.0,17.0,6.53,-117.65,141.07,224.06,10.47,0.0,0.0,90.0,10.47,0.0,0.0,90.0
1,1,13:30,off,500.0,14.56,4.22,-92.68,238.53,359.5,10.34,0.0,0.0,90.0,10.34,0.0,0.0,90.0
1,1,13:45,off,500.0,14.68,6.94,-81.19,214.11,509.78,7.74,0.0,0.0,90.0,7.74,0.0,0.0,90.0
1,1,14:00,semi,450.0,17.12,3.94,-75.29,221.61,450.92,13.18,0.0,0.0,90.0,13.18,0.0,0.0,90.0
1,1,14:15,semi,450.0,14.56,2.04,-76.1,226.01,319.27,12.52,0.0,0.0,90.0,12.52,0.0,0.0,90.0
1,1,14:30,semi,450.0,15.12,0.41,-70.66,203.37,309.81,14.71,0.0,0.0,90.0,14.71,0.0,0.0,90.0
1,1,14:45,semi,450.0,16.4,0.0,-57.36,190.66,325.38,16.4,0.0,0.0,90.0,16.4,0.0,0.0,90.0
1,1,15:00,semi,450.0,14.56,0.0,-31.62,204.7,321.55,14.56,0.0,0.0,90.0,14.56,0.0,0.0,90.0
1,1,15:15,semi,450.0,15.68,0.0,-6.44,200.74,284.18,15.68,0.0,0.0,90.0,15.68,0.0,0.0,90.0
1,1,15:30,semi,450.0,16.4,0.0,6.58,201.32,295.83,16.4,0.0,0.0,90.0,16.4,0.0,0.0,90.0
1,1,15:45,semi,450.0,14.4,0.0,10.48,187.78,334.01,14.4,0.0,0.0,90.0,14.4,0.0,0.0,90.0
1,1,16:00,semi,450.0,15.84,0.0,13.13,197.08,326.3,15.84,0.0,0.0,90.0,15.84,0.0,0.0,90.0
1,1,16:15,semi,450.0,16.0,0.0,13.64,226.6,317.06,16.0,0.0,0.0,90.0,16.0,0.0,0.0,90.0
1,1,16:30,semi,450.0,14.4,0.0,13.62,212.4,303.12,14.4,0.0,0.0,90.0,14.4,0.0,0.0,90.0
1,1,16:45,semi,450.0,16.28,0.0,13.61,208.44,337.88,16.28,0.0,0.0,90.0,16.28,0.0,0.0,90.0
1,1,17:00,semi,450.0,15.28,0.0,13.75,193.96,329.86,15.28,0.0,0.0,90.0,15.28,0.0,0.0,90.0
1,1,17:15,semi,450.0,14.24,0.0,16.47,206.78,317.87,14.24,0.0,0.0,90.0,0.0,0.0,14.24,89.06
1,1,17:30,semi,450.0,16.4,0.0,14.93,161.5,308.04,16.4,0.0,0.0,90.0,0.0,0.0,16.4,87.98
1,1,17:45,semi,450.0,14.4,0.0,13.9,103.04,238.52,14.4,0.0,0.0,90.0,0.0,0.0,14.4,87.04
1,1,18:00,semi,450.0,14.4,0.0,16.45,73.72,194.62,14.4,0.0,0.0,90.0,0.0,0.0,14.4,86.09
1,1,18:15,semi,450.0,16.0,0.0,14.52,85.96,240.72,16.0,0.0,0.0,90.0,0.0,0.0,16.0,85.04
1,1,18:30,semi,450.0,13.68,0.0,13.36,92.38,290.32,13.68,0.0,0.0,90.0,0.0,0.0,13.68,84.14
1,1,18:45,semi,450.0,14.68,0.0,13.59,88.48,286.23,14.68,0.0,0.0,90.0,0.0,0.0,14.68,83.17
1,1,19:00,semi,450.0,16.28,0.0,13.88,107.28,280.67,16.28,0.0,0.0,90.0,0.0,0.0,16.28,82.1
1,1,19:15,semi,450.0,14.12,0.0,13.75,101.38,276.86,14.12,0.0,0.0,90.0,0.0,0.0,14.12,81.17
1,1,19:30,semi,450.0,15.4,0.0,14.65,90.0,285.46,15.4,0.0,0.0,90.0,0.0,0.0,15.4,80.16
1,1,19:45,semi,450.0,15.84,0.0,15.28,87.7,350.6,15.84,0.0,0.0,90.0,0.28,0.0,15.56,79.13
1,1,20:00,semi,450.0,14.24,0.0,14.4,89.34,457.04,14.24,0.0,0.0,90.0,0.0,0.0,14.24,78.2
1,1,20:15,semi,450.0,16.12,0.0,14.03,121.32,518.85,0.0,0.0,16.12,88.94,0.56,0.0,15.56,77.17
1,1,20:30,semi,450.0,14.96,0.0,13.86,90.28,359.62,0.0,0.0,14.96,87.96,0.0,0.0,14.96,76.19
1,1,20:45,semi,450.0,14.24,0.0,14.05,68.12,489.04,0.0,0.0,14.24,87.02,0.0,0.0,14.24,75.25
1,1,21:00,semi,450.0,16.84,0.0,15.34,30.46,298.32,0.0,0.0,16.84,85.91,1.28,0.0,15.56,74.23
1,1,21:15,semi,450.0,14.24,0.0,15.62,22.26,295.47,0.0,0.0,14.24,84.97,0.0,0.0,14.24,73.29
1,1,21:30,semi,450.0,14.12,0.0,13.9,20.16,335.3,0.0,0.0,14.12,84.04,0.0,0.0,14.12,72.36
1,1,21:45,semi,450.0,17.0,0.0,13.89,19.44,349.88,0.0,0.0,17.0,82.93,1.16,0.0,15.84,71.32
1,1,22:00,semi,450.0,14.12,0.0,15.32,17.7,289.25,0.0,0.0,14.12,82.0,0.0,0.0,14.12,70.39
1,1,22:15,semi,450.0,14.24,0.0,15.26,16.64,219.26,0.0,0.0,14.24,81.06,0.0,0.0,14.24,69.46
1,1,22:30,semi,450.0,14.68,0.0,13.0,16.64,323.93,0.0,0.0,14.68,80.09,0.0,0.0,14.68,68.49
1,1,22:45,semi,450.0,12.96,0.0,12.65,16.26,370.0,0.0,0.0,12.96,79.24,0.0,0.0,12.96,67.64
1,1,23:00,semi,450.0,14.12,0.0,12.73,16.0,288.39,0.0,0.0,14.12,78.31,0.0,0.0,14.12,66.71
1,1,23:15,semi,450.0,14.12,0.0,12.7,15.84,380.88,0.0,0.0,14.12,77.38,0.0,0.0,14.12,65.78
1,1,23:30,semi,450.0,12.96,0.0,12.46,16.06,393.44,0.0,0.0,12.96,76.53,0.0,0.0,12.96,64.93
1,1,23:45,semi,450.0,14.68,0.0,12.44,16.0,290.07,0.0,0.0,14.68,75.57,0.0,0.0,14.68,63.96
1,2,00:00,off,500.0,18.44,0.0,12.24,15.9,257.9,18.44,0.0,0.0,75.57,18.44,0.0,0.0,63.96
1,2,00:15,off,500.0,12.8,0.0,12.61,16.5,241.76,12.8,0.0,0.0,75.57,12.8,0.0,0.0,63.96
1,2,00:30,off,500.0,15.4,0.0,14.42,15.98,336.27,15.4,0.0,0.0,75.57,15.4,0.0,0.0,63.96
1,2,00:45,off,500.0,13.12,0.0,14.36,16.06,395.3,13.12,0.0,0.0,75.57,13.12,0.0,0.0,63.96
1,2,01:00,off,500.0,13.4,0.0,13.74,16.0,281.99,13.4,0.0,0.0,75.57,13.4,0.0,0.0,63.96
1,2,01:15,off,500.0,15.56,0.0,14.11,16.48,400.32,15.56,0.0,0.0,75.57,15.56,0.0,0.0,63.96
1,2,01:30,off,500.0,13.12,0.0,13.3,16.42,250.67,13.12,0.0,0.0,75.57,13.12,0.0,0.0,63.96
1,2,01:45,off,500.0,13.84,0.0,13.02,15.98,95.89,13.84,0.0,0.0,75.57,13.84,0.0,0.0,63.96
1,2,02:00,off,500.0,15.12,0.0,12.87,16.56,56.01,15.12,0.0,0.0,75.57,15.12,0.0,0.0,63.96
1,2,02:15,off,500.0,13.24,0.0,13.0,16.56,55.33,13.24,0.0,0.0,75.57,13.24,0.0,0.0,63.96
1,2,02:30,off,500.0,14.4,0.0,13.03,16.36,56.48,14.4,0.0,0.0,75.57,14.4,0.0,0.0,63.96
1,2,02:45,off,500.0,14.56,0.0,13.02,18.0,55.38,14.56,0.0,0.0,75.57,14.56,0.0,0.0,63.96
1,2,03:00,off,500.0,13.12,0.0,14.18,16.28,48.9,13.12,0.0,0.0,75.57,13.12,0.0,0.0,63.96
1,2,03:15,off,500.0,14.84,0.0,13.92,15.76,49.98,14.84,0.0,0.0,75.57,14.84,0.0,0.0,63.96
1,2,03:30,off,500.0,14.24,0.0,13.41,15.48,56.01,14.24,0.0,0.0,75.57,14.24,0.0,0.0,63.96
1,2,03:45,off,500.0,12.96,0.0,12.89,15.06,47.73,12.96,0.0,0.0,75.57,12.96,0.0,0.0,63.96
1,2,04:00,off,500.0,15.56,0.0,12.08,14.04,52.19,15.56,0.0,0.0,75.57,15.56,0.0,0.0,63.96
1,2,04:15,off,500.0,13.12,0.0,11.96,14.04,56.51,13.12,0.0,0.0,75.57,13.12,0.0,0.0,63.96
1,2,04:30,off,500.0,13.12,0.0,11.96,13.98,45.03,13.12,0.0,0.0,75.57,13.12,0.0,0.0,63.96
1,2,04:45,off,500.0,15.84,0.0,11.8,15.34,58.23,15.84,0.0,0.0,75.57,15.84,0.0,0.0,63.96
1,2,05:00,off,500.0,12.96,0.0,11.8,14.1,54.99,12.96,0.0,0.0,75.57,12.96,0.0,0.0,63.96
1,2,05:15,off,500.0,13.84,0.0,11.8,15.06,47.78,13.84,0.0,0.0,75.57,13.84,0.0,0.0,63.96
1,2,05:30,off,500.0,14.68,0.0,11.8,14.68,57.72,14.68,0.0,0.0,75.57,214.68,200.0,0.0,75.84
1,2,05:45,off,500.0,12.96,0.0,11.8,15.12,49.7,212.96,200.0,0.0,87.44,212.96,200.0,0.0,87.71
1,2,06:00,semi,450.0,14.68,0.0,13.35,13.96,43.53,14.68,0.0,0.0,87.44,1.0,0.0,13.68,86.81
1,2,06:15,semi,450.0,14.12,0.0,12.81,15.32,52.11,14.12,0.0,0.0,87.44,0.0,0.0,14.12,85.88
1,2,06:30,semi,450.0,12.8,0.0,9.31,16.42,51.38,12.8,0.0,0.0,87.44,0.0,0.0,12.8,85.04
1,2,06:45,semi,450.0,15.12,0.0,-3.56,15.68,44.23,15.12,0.0,0.0,87.44,0.0,0.0,15.12,84.04
1,2,07:00,semi,450.0,13.4,0.0,-40.22,14.04,51.32,13.4,0.0,0.0,87.44,0.0,0.0,13.4,83.16
1,2,07:15,semi,450.0,14.12,0.0,-65.22,10.8,45.88,14.12,0.0,0.0,87.44,5.32,0.0,8.8,82.58
1,2,07:30,semi,450.0,25.2,0.0,-92.21,9.76,41.15,25.2,0.0,0.0,87.44,18.93,0.0,6.27,82.17
1,2,07:45,semi,450.0,24.2,0.0,-120.86,9.94,58.69,24.2,0.0,0.0,87.44,16.3,0.0,7.9,81.65
1,2,08:00,semi,450.0,26.92,1.5,-148.17,-6.36,39.28,25.42,0.0,0.0,87.44,26.22,0.79,0.0,81.7
1,2,08:15,semi,450.0,116.08,2.24,-173.96,90.43,210.12,113.84,0.0,0.0,87.44,95.75,0.0,18.09,80.51
1,2,08:30,semi,450.0,184.76,4.62,-194.69,180.99,319.55,180.14,0.0,0.0,87.44,19.46,0.0,160.68,69.94
1,2,08:45,semi,450.0,208.24,4.62,-208.21,168.92,392.75,203.62,0.0,0.0,87.44,10.09,0.0,193.52,57.21
1,2,09:00,semi,450.0,224.8,7.75,-219.46,154.46,347.62,153.27,0.0,63.78,83.25,91.42,0.0,125.63,48.94
1,2,09:15,semi,450.0,227.36,12.31,-229.26,129.18,418.79,27.49,0.0,187.56,70.91,134.72,0.0,80.34,43.66
1,2,09:30,semi,450.0,205.04,20.54,-237.82,133.62,472.84,15.54,0.0,168.96,59.79,56.44,0.0,128.07,35.23
1,2,09:45,semi,450.0,192.52,8.43,-245.08,110.43,437.89,15.43,0.0,168.66,48.69,70.52,0.0,113.57,27.76
1,2,10:00,semi,450.0,211.24,43.32,-251.99,163.92,459.51,0.0,0.0,167.92,37.65,15.72,0.0,152.21,17.74
1,2,10:15,semi,450.0,219.16,11.42,-253.89,126.83,406.88,68.65,0.0,139.08,28.5,186.36,0.0,21.38,16.34
1,2,10:30,semi,450.0,212.84,6.87,-257.32,127.39,322.25,64.81,0.0,141.16,19.21,192.65,0.0,13.32,15.46
1,2,10:45,semi,450.0,320.84,6.87,-256.28,141.55,380.26,195.73,0.0,118.24,11.43,241.15,0.0,72.82,10.67
1,2,11:00,off,500.0,310.32,14.28,-255.76,171.63,457.0,496.04,200.0,0.0,23.3,296.04,0.0,0.0,10.67
1,2,11:15,off,500.0,514.08,14.08,-254.58,122.31,481.69,700.0,200.0,0.0,35.18,500.0,0.0,0.0,10.67
1,2,11:30,off,500.0,577.88,10.54,-252.45,171.33,465.74,567.34,0.0,0.0,35.18,567.34,0.0,0.0,10.67
1,2,11:45,off,500.0,363.44,29.85,-248.64,174.5,468.25,333.59,0.0,0.0,35.18,333.59,0.0,0.0,10.67
1,2,12:00,off,500.0,493.2,105.06,-241.72,204.03,394.04,388.14,0.0,0.0,35.18,388.14,0.0,0.0,10.67
1,2,12:15,off,500.0,76.88,143.82,-229.6,16.99,100.8,133.06,200.0,0.0,47.05,80.43,147.37,0.0,19.42
1,2,12:30,off,500.0,33.84,60.04,-207.8,-0.77,46.83,0.0,0.0,0.0,47.05,173.8,200.0,0.0,31.3
1,2,12:45,off,500.0,32.96,58.28,-179.27,-3.64,38.23,122.05,147.37,0.0,55.8,174.68,200.0,0.0,43.17
1,2,13:00,off,500.0,32.12,24.21,-149.45,-9.39,63.77,207.91,200.0,0.0,67.68,207.91,200.0,0.0,55.05
1,2,13:15,off,500.0,318.68,42.98,-123.02,159.94,291.15,475.7,200.0,0.0,79.55,475.7,200.0,0.0,66.92
1,2,13:30,off,500.0,391.4,21.69,-99.99,214.65,425.48,369.71,0.0,0.0,79.55,569.71,200.0,0.0,78.8
1,2,13:45,off,500.0,497.8,23.94,-84.04,215.81,511.55,649.79,175.92,0.0,90.0,662.56,188.7,0.0,90.0
1,2,14:00,semi,450.0,434.44,14.76,-84.54,217.22,531.24,419.68,0.0,0.0,90.0,419.68,0.0,0.0,90.0
1,2,14:15,semi,450.0,492.48,4.76,-84.66,218.48,472.45,487.72,0.0,0.0,90.0,487.72,0.0,0.0,90.0
1,2,14:30,semi,450.0,516.4,2.11,-80.3,213.98,569.02,514.29,0.0,0.0,90.0,514.29,0.0,0.0,90.0
1,2,14:45,semi,450.0,328.32,0.0,-71.4,207.36,444.22,328.32,0.0,0.0,90.0,328.32,0.0,0.0,90.0
1,2,15:00,semi,450.0,575.56,0.0,-45.44,224.72,518.93,575.56,0.0,0.0,90.0,575.56,0.0,0.0,90.0
1,2,15:15,semi,450.0,347.6,0.0,-12.98,200.74,479.28,347.6,0.0,0.0,90.0,347.6,0.0,0.0,90.0
1,2,15:30,semi,450.0,565.76,0.0,7.17,210.96,474.28,565.76,0.0,0.0,90.0,565.76,0.0,0.0,90.0
1,2,15:45,semi,450.0,466.12,0.0,11.87,228.52,539.93,466.12,0.0,0.0,90.0,466.12,0.0,0.0,90.0
1,2,16:00,semi,450.0,517.24,0.0,17.8,225.88,508.1,517.24,0.0,0.0,90.0,517.24,0.0,0.0,90.0
1,2,16:15,semi,450.0,545.76,0.0,16.73,233.36,560.31,545.76,0.0,0.0,90.0,545.76,0.0,0.0,90.0
1,2,16:30,semi,450.0,342.88,0.0,13.48,238.18,459.68,342.88,0.0,0.0,90.0,342.88,0.0,0.0,90.0
1,2,16:45,semi,450.0,589.84,0.0,13.36,218.68,548.87,589.84,0.0,0.0,90.0,589.84,0.0,0.0,90.0
1,2,17:00,semi,450.0,347.76,0.0,13.61,218.66,509.75,347.76,0.0,0.0,90.0,347.76,0.0,0.0,90.0
1,2,17:15,semi,450.0,269.0,0.0,13.48,225.72,517.96,269.0,0.0,0.0,90.0,269.0,0.0,0.0,90.0
1,2,17:30,semi,450.0,463.12,0.0,13.38,194.04,573.47,463.12,0.0,0.0,90.0,463.12,0.0,0.0,90.0
1,2,17:45,semi,450.0,452.44,0.0,13.38,135.36,409.2,452.44,0.0,0.0,90.0,452.44,0.0,0.0,90.0
1,2,18:00,semi,450.0,307.0,0.0,13.36,120.96,444.24,307.0,0.0,0.0,90.0,307.0,0.0,0.0,90.0
1,2,18:15,semi,450.0,167.6,0.0,13.42,161.86,393.51,167.6,0.0,0.0,90.0,167.6,0.0,0.0,90.0
1,2,18:30,semi,450.0,149.6,0.0,15.51,213.34,422.62,149.6,0.0,0.0,90.0,149.6,0.0,0.0,90.0
1,2,18:45,semi,450.0,161.0,0.0,14.1,217.74,555.15,161.0,0.0,0.0,90.0,161.0,0.0,0.0,90.0
1,2,19:00,semi,450.0,139.68,0.0,13.37,219.46,512.76,139.68,0.0,0.0,90.0,139.68,0.0,0.0,90.0
1,2,19:15,semi,450.0,165.44,0.0,15.16,190.8,375.86,165.44,0.0,0.0,90.0,165.44,0.0,0.0,90.0
1,2,19:30,semi,450.0,143.84,0.0,15.7,174.08,549.74,143.84,0.0,0.0,90.0,143.84,0.0,0.0,90.0
1,2,19:45,semi,450.0,157.68,0.0,13.45,206.5,446.26,157.68,0.0,0.0,90.0,157.68,0.0,0.0,90.0
1,2,20:00,semi,450.0,152.64,0.0,13.36,187.42,325.74,152.64,0.0,0.0,90.0,152.64,0.0,0.0,90.0
1,2,20:15,semi,450.0,132.92,0.0,13.24,210.82,570.8,0.0,0.0,132.92,81.26,0.0,0.0,132.92,81.26
1,2,20:30,semi,450.0,103.52,0.0,13.21,165.3,430.9,0.0,0.0,103.52,74.44,0.0,0.0,103.52,74.44
1,2,20:45,semi,450.0,43.36,0.0,13.36,92.82,287.37,0.0,0.0,43.36,71.59,0.0,0.0,43.36,71.59
1,2,21:00,semi,450.0,37.16,0.0,16.07,56.08,398.4,3.76,0.0,33.4,69.39,3.76,0.0,33.4,69.39
1,2,21:15,semi,450.0,27.92,0.0,15.14,21.76,381.65,6.88,0.0,21.04,68.01,6.88,0.0,21.04,68.01
1,2,21:30,semi,450.0,20.44,0.0,13.4,19.38,351.1,0.0,0.0,20.44,66.67,0.0,0.0,20.44,66.67
1,2,21:45,semi,450.0,20.32,0.0,13.24,19.22,387.86,0.0,0.0,20.32,65.33,0.0,0.0,20.32,65.33
1,2,22:00,semi,450.0,20.16,0.0,13.23,17.48,281.37,3.04,0.0,17.12,64.2,2.16,0.0,18.0,64.14
1,2,22:15,semi,450.0,19.72,0.0,13.06,15.78,328.12,4.16,0.0,15.56,63.18,4.16,0.0,15.56,63.12
1,2,22:30,semi,450.0,18.56,0.0,13.51,15.92,330.7,3.0,0.0,15.56,62.16,3.16,0.0,15.4,62.11
1,2,22:45,semi,450.0,18.72,0.0,13.8,16.48,370.0,0.0,0.0,18.72,60.92,3.44,0.0,15.28,61.1
1,2,23:00,semi,450.0,18.72,0.0,12.08,16.36,401.28,0.0,0.0,18.72,59.69,3.44,0.0,15.28,60.1
1,2,23:15,semi,450.0,18.28,0.0,12.45,15.56,366.48,3.0,0.0,15.28,58.69,3.0,0.0,15.28,59.09
1,2,23:30,semi,450.0,18.28,0.0,14.55,15.7,397.73,3.0,0.0,15.28,57.68,3.16,0.0,15.12,58.1
1,2,23:45,semi,450.0,18.16,0.0,13.23,15.64,380.0,2.88,0.0,15.28,56.68,3.2,0.0,14.96,57.11
1,3,00:00,off,500.0,18.28,0.0,12.64,16.12,418.6,18.28,0.0,0.0,56.68,18.28,0.0,0.0,57.11
1,3,00:15,off,500.0,18.44,0.0,11.96,17.5,339.6,18.44,0.0,0.0,56.68,18.44,0.0,0.0,57.11
1,3,00:30,off,500.0,18.44,0.0,12.22,15.48,404.85,18.44,0.0,0.0,56.68,18.44,0.0,0.0,57.11
1,3,00:45,off,500.0,18.28,0.0,12.51,15.7,308.47,18.28,0.0,0.0,56.68,18.28,0.0,0.0,57.11
1,3,01:00,off,500.0,18.28,0.0,13.34,16.2,398.23,18.28,0.0,0.0,56.68,18.28,0.0,0.0,57.11
1,3,01:15,off,500.0,18.56,0.0,14.11,18.16,315.94,18.56,0.0,0.0,56.68,18.56,0.0,0.0,57.11
1,3,01:30,off,500.0,18.56,0.0,12.4,16.42,116.53,18.56,0.0,0.0,56.68,18.56,0.0,0.0,57.11
1,3,01:45,off,500.0,18.44,0.0,12.87,15.56,63.13,18.44,0.0,0.0,56.68,18.44,0.0,0.0,57.11
1,3,02:00,off,500.0,18.28,0.0,14.02,15.62,62.34,18.28,0.0,0.0,56.68,18.28,0.0,0.0,57.11
1,3,02:15,off,500.0,18.44,0.0,12.61,15.84,58.57,18.44,0.0,0.0,56.68,18.44,0.0,0.0,57.11
1,3,02:30,off,500.0,18.56,0.0,12.49,15.64,57.38,18.56,0.0,0.0,56.68,18.56,0.0,0.0,57.11
1,3,02:45,off,500.0,18.56,0.0,12.37,16.42,56.53,18.56,0.0,0.0,56.68,18.56,0.0,0.0,57.11
1,3,03:00,off,500.0,18.28,0.0,12.38,16.36,49.95,18.28,0.0,0.0,56.68,18.28,0.0,0.0,57.11
